Date;Open;High;Low;Close;Volume
2019-01-16 13:57:17.648000;3717.5;3740.0;3717.0;3739.0;80486.0
2019-01-16 16:09:47.490000;3739.0;3739.5;3720.5;3731.5;80413.0
2019-01-17 10:32:52.192000;3737.0;3775.0;3729.0;3775.0;80047.0
2019-01-17 11:53:54.055000;3775.0;3775.5;3758.5;3764.0;79665.0
2019-01-17 13:36:52.314000;3764.0;3776.0;3761.5;3768.5;79612.0
2019-01-17 15:16:43.764000;3768.5;3772.0;3755.0;3764.0;79720.0
2019-01-17 17:49:12.322000;3764.0;3767.5;3733.0;3734.5;80014.0
2019-01-18 11:25:25.519000;3748.5;3760.0;3742.5;3744.0;79969.0
2019-01-18 13:38:30.770000;3744.0;3751.5;3729.0;3743.0;80206.0
2019-01-18 15:14:30.577000;3743.0;3772.5;3742.5;3767.0;79894.0
2019-01-21 13:42:50.010000;3761.0;3782.0;3761.0;3775.5;79530.0
2019-01-22 11:33:59.864000;3768.0;3770.5;3747.5;3758.5;79825.0
2019-01-22 13:27:33.008000;3758.5;3788.0;3754.5;3788.0;79591.0
2019-01-22 15:42:22.019000;3788.0;3788.0;3772.0;3787.0;79377.0
2019-01-22 16:52:03.449000;3787.0;3808.0;3781.5;3806.5;79048.0
2019-01-23 10:51:55.749000;3800.5;3810.0;3786.5;3810.0;79025.0
2019-01-23 12:35:29.183000;3810.0;3811.5;3793.0;3799.5;78891.0
2019-01-23 14:34:36.969000;3799.5;3813.5;3793.0;3798.0;78900.0
2019-01-23 16:21:00.114000;3798.0;3802.5;3763.0;3766.0;79313.0
2019-01-24 11:18:57.386000;3774.5;3790.5;3767.5;3780.5;79349.0
2019-01-24 12:33:07.166000;3780.5;3796.0;3770.0;3779.0;79296.0
2019-01-24 14:06:54.118000;3779.0;3783.0;3755.5;3757.0;79599.0
2019-01-24 15:30:21.518000;3757.0;3766.5;3739.5;3763.0;79944.0
2019-01-28 10:29:30.020000;3778.0;3783.5;3757.5;3758.0;79630.0
2019-01-28 12:20:40.831000;3758.0;3781.5;3751.5;3781.5;79697.0
2019-01-28 14:19:34.475000;3781.5;3787.5;3762.5;3765.0;79509.0
2019-01-28 15:54:14.196000;3765.0;3773.0;3761.0;3768.5;79665.0
2019-01-29 10:33:52.762000;3764.5;3765.5;3732.5;3739.0;80065.0
2019-01-29 12:00:49.100000;3739.0;3742.5;3726.5;3730.5;80273.0
2019-01-29 14:00:00.855000;3730.5;3740.5;3725.5;3729.5;80388.0
2019-01-29 16:32:25.908000;3729.5;3737.5;3723.0;3724.0;80451.0
2019-01-30 11:00:02.098000;3715.0;3724.0;3705.0;3713.0;80757.0
2019-01-30 12:45:51.197000;3713.0;3717.5;3702.5;3712.0;80850.0
2019-01-30 15:08:27.438000;3712.0;3726.5;3708.5;3726.0;80679.0
2019-01-30 17:05:52.679000;3726.0;3732.0;3695.5;3700.5;80688.0
2019-01-30 18:11:44.279000;3700.5;3703.5;3674.0;3684.0;81338.0
